"Enrichment FDR","nGenes","Pathway Genes","Fold Enrichment","Pathway","URL","Genes"
0.155051168446758,3,52,17.6007692307692,"GO:0021515 cell differentiation in spinal cord "," http://amigo.geneontology.org/amigo/term/GO:0021515","ENSG00000130675 ENSG00000089116 ENSG00000273706"
0.155051168446758,2,13,46.9353846153846,"GO:0021527 spinal cord association neuron differentiation "," http://amigo.geneontology.org/amigo/term/GO:0021527","ENSG00000089116 ENSG00000273706"
0.155051168446758,3,31,29.5238709677419,"GO:0021680 cerebellar Purkinje cell layer development "," http://amigo.geneontology.org/amigo/term/GO:0021680","ENSG00000089116 ENSG00000150361 ENSG00000273706"
0.155051168446758,3,55,16.6407272727273,"GO:0021695 cerebellar cortex development "," http://amigo.geneontology.org/amigo/term/GO:0021695","ENSG00000089116 ENSG00000150361 ENSG00000273706"
0.155051168446758,2,14,43.5828571428571,"GO:0021702 cerebellar Purkinje cell differentiation "," http://amigo.geneontology.org/amigo/term/GO:0021702","ENSG00000089116 ENSG00000273706"
0.155051168446758,2,14,43.5828571428571,"GO:0021936 regulation of cerebellar granule cell precursor proliferation "," http://amigo.geneontology.org/amigo/term/GO:0021936","ENSG00000089116 ENSG00000273706"
0.155051168446758,2,8,76.27,"GO:0021937 cerebellar Purkinje cell-granule cell precursor cell signaling involved in regulation of granule cell precursor cell proliferation "," http://amigo.geneontology.org/amigo/term/GO:0021937","ENSG00000089116 ENSG00000273706"
0.155051168446758,2,11,55.4690909090909,"GO:0021940 positive regulation of cerebellar granule cell precursor proliferation "," http://amigo.geneontology.org/amigo/term/GO:0021940","ENSG00000089116 ENSG00000273706"
0.162877367622196,2,16,38.135,"GO:0021694 cerebellar Purkinje cell layer formation "," http://amigo.geneontology.org/amigo/term/GO:0021694","ENSG00000089116 ENSG00000273706"
0.162877367622196,2,16,38.135,"GO:0072148 epithelial cell fate commitment "," http://amigo.geneontology.org/amigo/term/GO:0072148","ENSG00000106031 ENSG00000124664"
0.176267511342084,2,21,29.0552380952381,"GO:0021516 dorsal spinal cord development "," http://amigo.geneontology.org/amigo/term/GO:0021516","ENSG00000089116 ENSG00000273706"
0.176267511342084,2,19,32.1136842105263,"GO:0021534 cell proliferation in hindbrain "," http://amigo.geneontology.org/amigo/term/GO:0021534","ENSG00000089116 ENSG00000273706"
0.176267511342084,2,21,29.0552380952381,"GO:0021692 cerebellar Purkinje cell layer morphogenesis "," http://amigo.geneontology.org/amigo/term/GO:0021692","ENSG00000089116 ENSG00000273706"
0.176267511342084,2,19,32.1136842105263,"GO:0021924 cell proliferation in external granule layer "," http://amigo.geneontology.org/amigo/term/GO:0021924","ENSG00000089116 ENSG00000273706"
0.176267511342084,2,19,32.1136842105263,"GO:0021930 cerebellar granule cell precursor proliferation "," http://amigo.geneontology.org/amigo/term/GO:0021930","ENSG00000089116 ENSG00000273706"
0.176267511342084,4,165,7.39587878787879,"GO:0055067 monovalent inorganic cation homeostasis "," http://amigo.geneontology.org/amigo/term/GO:0055067","ENSG00000075673 ENSG00000105929 ENSG00000168748 ENSG00000036473"
