"Enrichment FDR","nGenes","Pathway Genes","Fold Enrichment","Pathway","URL","Genes"
0.0144552248590536,1,17,1345.94117647059,"GO:0000028 ribosomal small subunit assembly "," http://amigo.geneontology.org/amigo/term/GO:0000028"," PWP2"
0.0144552248590536,1,44,520.022727272727,"GO:0000462 maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA 5."," http://amigo.geneontology.org/amigo/term/GO:0000462"," PWP2"
0.0144552248590536,1,61,375.098360655738,"GO:0030490 maturation of SSU-rRNA "," http://amigo.geneontology.org/amigo/term/GO:0030490"," PWP2"
0.0144552248590536,1,63,363.190476190476,"GO:0042255 ribosome assembly "," http://amigo.geneontology.org/amigo/term/GO:0042255"," PWP2"
0.0159695817490491,1,87,263,"GO:0042274 ribosomal small subunit biogenesis "," http://amigo.geneontology.org/amigo/term/GO:0042274"," PWP2"
0.0284515536908353,1,240,95.3375,"GO:0022618 ribonucleoprotein complex assembly "," http://amigo.geneontology.org/amigo/term/GO:0022618"," PWP2"
0.0284515536908353,1,248,92.2620967741936,"GO:0006364 rRNA processing "," http://amigo.geneontology.org/amigo/term/GO:0006364"," PWP2"
0.0284515536908353,1,248,92.2620967741936,"GO:0071826 ribonucleoprotein complex subunit organization "," http://amigo.geneontology.org/amigo/term/GO:0071826"," PWP2"
0.0293693457453783,1,288,79.4479166666667,"GO:0016072 rRNA metabolic proc. "," http://amigo.geneontology.org/amigo/term/GO:0016072"," PWP2"
0.0300118001835583,1,327,69.9724770642202,"GO:0042254 ribosome biogenesis "," http://amigo.geneontology.org/amigo/term/GO:0042254"," PWP2"
0.0347926624313147,1,417,54.8705035971223,"GO:0140694 non-membrane-bounded organelle assembly "," http://amigo.geneontology.org/amigo/term/GO:0140694"," PWP2"
0.0359350889048033,1,483,47.3726708074534,"GO:0034470 ncRNA processing "," http://amigo.geneontology.org/amigo/term/GO:0034470"," PWP2"
0.0359350889048033,1,509,44.9528487229862,"GO:0022613 ribonucleoprotein complex biogenesis "," http://amigo.geneontology.org/amigo/term/GO:0022613"," PWP2"
0.0422839910843069,1,645,35.4744186046512,"GO:0034660 ncRNA metabolic proc. "," http://amigo.geneontology.org/amigo/term/GO:0034660"," PWP2"
